edge name,provenance
ESR2 (ACTIVATION) PTGS2,CTD
ESR2 (ACTIVATION) DACT1,CTD
ESR2 (INHIBITION) KIF3C,CTD
ESR2 (INHIBITION) FHL2,CTD
ESR2 (INHIBITION) PDLIM3,CTD
ESR2 (ACTIVATION) RRAD,CTD
ESR2 (ACTIVATION) CXCL12,CTD
ESR2 (INHIBITION) PDE5A,CTD
ESR2 (INHIBITION) HSPB8,CTD
ESR2 (ACTIVATION) LTF,CTD
ESR2 (ACTIVATION) TGFB2,CTD
ESR2 (INHIBITION) TGFA,CTD
ESR2 (INHIBITION) IL6,CTD
ESR2 (ACTIVATION) TMEM158,CTD
ESR2 (INHIBITION) CSDC2,CTD
ESR2 (INHIBITION) PTGES,CTD
ESR2 (ACTIVATION) PTX3,CTD
ESR2 (ACTIVATION) ANKRD1,CTD
ESR2 (ACTIVATION) CDO1,CTD
ESR2 (INHIBITION) KAZN,CTD
ESR2 (ACTIVATION) CXCL8,CTD
ESR2 (PART_OF) Estradiol/ESR2,PathwayCommons
ESR2 (ACTIVATION) EGR1,CTD
ESR2 (INHIBITION) NOG,CTD
ESR2 (INHIBITION) HMOX1,CTD
ESR2 (ACTIVATION) INHBA,CTD
ESR2 (ACTIVATION) EGFR,CTD
ESR2 (ACTIVATION) NR3C1,CTD
ESR2 (ACTIVATION) AREG,CTD
ESR2 (INHIBITION) CCND1,CTD
ESR2 (ACTIVATION) SOD2,CTD
ESR2 (ACTIVATION) TGFBI,CTD
ESR2 (ACTIVATION) TNIK,CTD
ESR2 (ACTIVATION) ATF3,CTD
ESR2 (INHIBITION) NCOA1,CTD
ESR2 (INHIBITION) NFKBIA,CTD
ESR2 (INHIBITION) NFATC1,CTD
ESR2 (ACTIVATION) PTEN,CTD
ESR2 (INHIBITION) FOXO1,CTD
PIK3CA (ACTIVATION) MGP,CTD
PIK3CA (INHIBITION) PMEPA1,CTD
PIK3CA (ACTIVATION) SULF1,CTD
PIK3CA (ACTIVATION) ENDOD1,CTD
PIK3CA (INHIBITION) JPH2,CTD
PIK3CA (INHIBITION) CTXN1,CTD
PIK3CA (INHIBITION) PFKP,CTD
PIK3CA (ACTIVATION) CYBRD1,CTD
PIK3CA (INHIBITION) TGFA,CTD
PIK3CA (ACTIVATION) AHNAK2,CTD
PIK3CA (ACTIVATION) SEMA6A,CTD
PIK3CA (INHIBITION) LHX2,CTD
PIK3CA (INHIBITION) PMAIP1,CTD
PIK3CA (ACTIVATION) ENPP5,CTD
PIK3CA (INHIBITION) HK2,CTD
PIK3CA (ACTIVATION) SELENOP,CTD
PIK3CA (INHIBITION) CXCL8,CTD
PIK3CA (ACTIVATION) PGR,CTD
PIK3CA (INHIBITION) WT1,CTD
PIK3CA (INHIBITION) BID,CTD
PIK3CA (INHIBITION) VEGFA,CTD
PIK3CA (INHIBITION) PSEN2,CTD
PIK3CA (INHIBITION) E2F3,CTD
PIK3CA (ACTIVATION) SIRT1,CTD
PIK3CA (ACTIVATION) NR3C1,CTD
PIK3CA (ACTIVATION) AREG,CTD
PIK3CA (ACTIVATION) TNFSF10,CTD
PIK3CA (ACTIVATION) IL18,CTD
PIK3CA (INHIBITION) CCND1,CTD
PIK3CA (ACTIVATION) FOXO3,CTD
PIK3CA (ACTIVATION) RB1CC1,CTD
PIK3CA (ACTIVATION) CITED2,CTD
PIK3CA (INHIBITION) CREM,CTD
PIK3CA (ACTIVATION) HBP1,CTD
PIK3CA (ACTIVATION) CDKN1B,CTD
PIK3CA (INHIBITION) SRSF2,CTD
PIK3CA (ACTIVATION) BCL6,CTD
PIK3CA (ACTIVATION) BRIP1,CTD
Vitallium analog/titanium dioxide (ACTIVATION) COL12A1,CTD
Vitallium analog/titanium dioxide (INHIBITION) COL13A1,CTD
Vitallium analog/titanium dioxide (INHIBITION) PTGS2,CTD
Vitallium analog/titanium dioxide (ACTIVATION) MFAP2,CTD
Vitallium analog/titanium dioxide (ACTIVATION) GJA5,CTD
Vitallium analog/titanium dioxide (ACTIVATION) HMOX1,CTD
Vitallium analog/titanium dioxide (INHIBITION) BMP2,CTD
Vitallium analog/titanium dioxide (INHIBITION) CCND1,CTD
GLI3 (PART_OF) GLI3/KIT promoter,PathwayCommons
TP73 (ACTIVATION) SEMA3C,CTD
TP73 (ACTIVATION) MYOF,CTD
TP73 (ACTIVATION) PMAIP1,CTD
TP73 (ACTIVATION) VDR,CTD
TP73 (ACTIVATION) FGF7,CTD
TP73 (ACTIVATION) CDKN1A,CTD
TP73 (INHIBITION) NR1H4,CTD
TP73 (ACTIVATION) FAS,CTD
TP73 (PART_OF) TP73/IL4R intron,PathwayCommons
TGFB3 (ACTIVATION) ACAN,CTD
TNF (INHIBITION) PLAT,CTD
TNF (ACTIVATION) MMP2,CTD
TNF (ACTIVATION) CCL2,CTD
TNF (ACTIVATION) PTGS2,CTD
TNF (ACTIVATION) CCL11,CTD
TNF (ACTIVATION) PROCR,CTD
TNF (ACTIVATION) MMP7,CTD
TNF (ACTIVATION) PAPPA,CTD
TNF (ACTIVATION) TIMP2,CTD
TNF (ACTIVATION) F3,CTD
TNF (ACTIVATION) TIMP1,CTD
TNF (ACTIVATION) GSTP1,CTD
TNF (ACTIVATION) TGFB1,CTD
TNF (INHIBITION) IL6,CTD
TNF (ACTIVATION) HTR2B,CTD
TNF (ACTIVATION) CXCL1,CTD
TNF (ACTIVATION) PTGES,CTD
TNF (ACTIVATION) TNFSF15,CTD
TNF (ACTIVATION) PTX3,CTD
TNF (ACTIVATION) MUC1,CTD
TNF (ACTIVATION) F10,CTD
TNF (ACTIVATION) MTTP,CTD
TNF (ACTIVATION) TF,CTD
TNF (INHIBITION) COX2,CTD
TNF (INHIBITION) CXCL8,CTD
TNF (ACTIVATION) CD1A,CTD
TNF (INHIBITION) IL1B,CTD
TNF (INHIBITION) TNF,CTD
TNF (INHIBITION) HMOX1,CTD
TNF (ACTIVATION) VEGFA,CTD
TNF (ACTIVATION) IKBKB,CTD
TNF (ACTIVATION) IL1A,CTD
TNF (ACTIVATION) CSF1,CTD
TNF (ACTIVATION) CRP,CTD
TNF (INHIBITION) PPARG,CTD
TNF (ACTIVATION) TP53,CTD
TNF (INHIBITION) PPARA,CTD
TNF (ACTIVATION) HIF1A,CTD
TNF (ACTIVATION) FN1,CTD
TNF (ACTIVATION) CSF2,CTD
TNF (INHIBITION) ICAM1,CTD
TNF (ACTIVATION) BMP2,CTD
TNF (INHIBITION) RELA,CTD
TNF (ACTIVATION) BCL2L1,CTD
TNF (ACTIVATION) CXCR4,CTD
TNF (ACTIVATION) TLR4,CTD
TNF (ACTIVATION) JUN,CTD
TNF (INHIBITION) FOS,CTD
TNF (INHIBITION) JUND,CTD
TNF (ACTIVATION) IRF1,CTD
TNF (INHIBITION) SIRT1,CTD
TNF (ACTIVATION) ELK1,CTD
TNF (ACTIVATION) RELB,CTD
TNF (ACTIVATION) NFKB1,CTD
TNF (ACTIVATION) SLC39A8,CTD
TNF (INHIBITION) TNFSF10,CTD
TNF (ACTIVATION) CCND1,CTD
TNF (ACTIVATION) TP63,CTD
TNF (ACTIVATION) TYMP,CTD
TNF (INHIBITION) FASLG,CTD
TNF (ACTIVATION) SOD2,CTD
TNF (INHIBITION) PPARGC1A,CTD
TNF (ACTIVATION) CDKN1A,CTD
TNF (ACTIVATION) MMP9,CTD
TNF (ACTIVATION) SQSTM1,CTD
TNF (INHIBITION) CYP1A1,CTD
TNF (INHIBITION) NR1H3,CTD
TNF (ACTIVATION) JAK1,CTD
TNF (ACTIVATION) NR1H4,CTD
TNF (INHIBITION) IL12A,CTD
TNF (ACTIVATION) IL12B,CTD
TNF (INHIBITION) NFKBIA,CTD
TNF (ACTIVATION) FAS,CTD
TNF (ACTIVATION) CCL5,CTD
TNF (ACTIVATION) NFKB2,CTD
TNF (ACTIVATION) BCL3,CTD
TNF (ACTIVATION) AGTR1,CTD
TNF (INHIBITION) GDNF,CTD
TNF (ACTIVATION) PVT1,CTD
TNF (ACTIVATION) S100A9,CTD
TNF (ACTIVATION) NDUFA2,CTD
TNF (ACTIVATION) Ang1,pid
TNF (INHIBITION) HNF1A,CTD
LPA (ACTIVATION) PLAT,CTD
HMOX1 (ACTIVATION) MMP2,CTD
HMOX1 (ACTIVATION) IGF1,CTD
HMOX1 (ACTIVATION) ICAM1,CTD
HMOX1 (ACTIVATION) SOD2,CTD
HMOX1 (ACTIVATION) MMP9,CTD
AKR1B10 (ACTIVATION) MMP2,CTD
VEGFA (ACTIVATION) MMP2,CTD
VEGFA (ACTIVATION) PTGS2,CTD
VEGFA (ACTIVATION) TIMP2,CTD
VEGFA (ACTIVATION) HGF,CTD
VEGFA (ACTIVATION) EGR1,CTD
VEGFA (ACTIVATION) HMOX1,CTD
VEGFA (ACTIVATION) VEGFA,CTD
VEGFA (ACTIVATION) HIF1A,CTD
VEGFA (ACTIVATION) SOD2,CTD
VEGFA (ACTIVATION) MMP9,CTD
VEGFA (ACTIVATION) PTEN,CTD
VEGFA (ACTIVATION) FGF13,CTD
RHOA (INHIBITION) MMP2,CTD
RHOA (PART_OF) RHOA/GTP,PathwayCommons
RHOA (INHIBITION) MMP9,CTD
MMP2 promoter (ACTIVATION) MMP2,CTD
ciglitazone/PPARG (ACTIVATION) JAG1,CTD
ciglitazone/PPARG (ACTIVATION) MAGED4B,CTD
ciglitazone/PPARG (ACTIVATION) PLAC8,CTD
ciglitazone/PPARG (ACTIVATION) APOM,CTD
ciglitazone/PPARG (ACTIVATION) BHMT,CTD
ciglitazone/PPARG (ACTIVATION) CCL15,CTD
ciglitazone/PPARG (ACTIVATION) CSTB,CTD
ciglitazone/PPARG (ACTIVATION) HMOX1,CTD
ciglitazone/PPARG (ACTIVATION) VEGFA,CTD
ciglitazone/PPARG (ACTIVATION) EPAS1,CTD
ciglitazone/PPARG (ACTIVATION) CITED2,CTD
ciglitazone/PPARG (ACTIVATION) SQSTM1,CTD
ciglitazone/PPARG (ACTIVATION) CYP1A2,CTD
ciglitazone/PPARG (ACTIVATION) MAPK14,CTD
ciglitazone/PPARG (ACTIVATION) NR1H3,CTD
ciglitazone/PPARG (ACTIVATION) PIM1,CTD
ciglitazone/PPARG (ACTIVATION) RNF128,CTD
ciglitazone/PPARG (ACTIVATION) FOXO1,CTD
ciglitazone/PPARG (ACTIVATION) TGIF1,CTD
ciglitazone/PPARG (ACTIVATION) BCL6,CTD
ciglitazone/PPARG (ACTIVATION) VDAC2,CTD
Estradiol/ESR2 (ACTIVATION) TCF21,CTD
Estradiol/ESR2 (ACTIVATION) PTH1R,CTD
Estradiol/ESR2 (ACTIVATION) EGR2,CTD
Estradiol/ESR2 (ACTIVATION) LPAR1,CTD
Estradiol/ESR2 (ACTIVATION) PAPPA,CTD
Estradiol/ESR2 (ACTIVATION) OSBPL5,CTD
Estradiol/ESR2 (ACTIVATION) METRNL,CTD
Estradiol/ESR2 (INHIBITION) TGFB2,CTD
Estradiol/ESR2 (ACTIVATION) SLCO2A1,CTD
Estradiol/ESR2 (ACTIVATION) CD22,CTD
Estradiol/ESR2 (ACTIVATION) KCNF1,CTD
Estradiol/ESR2 (ACTIVATION) MUC1,CTD
Estradiol/ESR2 (ACTIVATION) GJB3,CTD
Estradiol/ESR2 (ACTIVATION) KAZN,CTD
Estradiol/ESR2 (INHIBITION) CXCL8,CTD
Estradiol/ESR2 (ACTIVATION) ANXA8L1,CTD
Estradiol/ESR2 (ACTIVATION) BMP4,CTD
Estradiol/ESR2 (ACTIVATION) IL24,CTD
Estradiol/ESR2 (ACTIVATION) NRIP1,CTD
Estradiol/ESR2 (ACTIVATION) CYP1A2,CTD
Estradiol/ESR2 (ACTIVATION) SLC6A3,CTD
Estradiol/ESR2 (ACTIVATION) NCOA1,CTD
Estradiol/ESR2 (INHIBITION) PVT1,CTD
Estradiol/ESR2 (INHIBITION) FGF13,CTD
CGB3 (INHIBITION) SFRP4,CTD
CGB3 (INHIBITION) DKK2,CTD
CGB3 (ACTIVATION) AHNAK2,CTD
CGB3 (ACTIVATION) VEGFA,CTD
IGF1 (ACTIVATION) MYH11,CTD
IGF1 (INHIBITION) IGF1R,CTD
IGF1 (ACTIVATION) ACTA2,CTD
IGF1 (ACTIVATION) VEGFA,CTD
IGF1 (ACTIVATION) CALD1,CTD
IGF1 (ACTIVATION) ALB,CTD
IGF1 (ACTIVATION) HIF1A,CTD
IGF1 (ACTIVATION) JUN,CTD
IGF1 (INHIBITION) INSR,CTD
IGF1 (ACTIVATION) CCND1,CTD
IGF1 (ACTIVATION) CDKN1A,CTD
IGF1 (ACTIVATION) FASN,CTD
IGF1 (INHIBITION) HNF1A,CTD
CALD1 (ACTIVATION) MYH11,CTD
CA9 (ACTIVATION) WNT2,CTD
CA9 (ACTIVATION) TWIST1,CTD
CA9 (ACTIVATION) IGF1,CTD
FSHB (ACTIVATION) TNFAIP6,CTD
FSHB (ACTIVATION) HAS2,CTD
FSHB (ACTIVATION) PTX3,CTD
FSHB (ACTIVATION) IGF1,CTD
FSHB (ACTIVATION) INHBA,CTD
FSHB (ACTIVATION) AREG,CTD
FSHB (INHIBITION) CAV1,CTD
TNFSF11 (ACTIVATION) CTSK,CTD
TNFSF11 (ACTIVATION) PTGS2,CTD
TNFSF11 (ACTIVATION) FOS,CTD
TNFSF11 (ACTIVATION) MMP9,CTD
TNFSF11 (ACTIVATION) NFATC1,CTD
TNFSF11 (ACTIVATION) NDUFA2,CTD
BDNF (ACTIVATION) NTRK2,CTD
BDNF (ACTIVATION) APP,CTD
BDNF (ACTIVATION) SOD2,CTD
Dexamethasone/NR3C1 (INHIBITION) CCL2,CTD
AHR (INHIBITION) CCL2,CTD
AHR (PART_OF) AHR/IL6 promoter,PathwayCommons
AHR (PART_OF) AHR/FLG,PathwayCommons
AHR (PART_OF) AHR/CYP1A1 promoter,PathwayCommons
AHR (INHIBITION) TNF,CTD
AHR (INHIBITION) BRCA1,CTD
AHR (ACTIVATION) NQO1,CTD
AHR (INHIBITION) SMAD3,CTD
AHR (ACTIVATION) ADRB2,CTD
AHR (PART_OF) Dioxins/AHR,PathwayCommons
AHR (INHIBITION) CDKN1A,CTD
AHR (ACTIVATION) CYP1A1,CTD
AHR (PART_OF) AHR/ARNT,PathwayCommons
"AHR (PART_OF) 3-((2,4-dimethylpyrrol-5-yl)methylidenyl)-2-indolinone/AHR",PathwayCommons
AHR (PART_OF) Tetrachlorodibenzodioxin/AHR,PathwayCommons
AHR (PART_OF) pentabrominated diphenyl ether 100 metabolite/AHR,PathwayCommons
AHR (PART_OF) 1-hydroxy-2-naphthoic acid/AHR,PathwayCommons
"AHR (PART_OF) 1,4-dihydroxy-2-naphthoic acid/AHR",PathwayCommons
AHR (PART_OF) Benzo(a)pyrene/AHR,PathwayCommons
AHR (PART_OF) chrysene/AHR,PathwayCommons
AHR (PART_OF) benzo(k)fluoranthene/AHR,PathwayCommons
AHR (PART_OF) AHR/CYP1A1 polymorphism,PathwayCommons
AHR (ACTIVATION) CCL5,CTD
AHR (ACTIVATION) KLF4,CTD
AHR (PART_OF) AHR/CCL5 enhancer,PathwayCommons
IKBKB (ACTIVATION) CCL2,CTD
IKBKB (ACTIVATION) TNF,CTD
IKBKB (PART_OF) IKBKB/NFKBIA,PathwayCommons
OSM (ACTIVATION) CCL2,CTD
OSM (ACTIVATION) TIMP1,CTD
OSM (ACTIVATION) IL6,CTD
OSM (ACTIVATION) IL1B,CTD
OSM (ACTIVATION) PPP3CA,CTD
S100B (ACTIVATION) CCL2,CTD
S100B (ACTIVATION) PTGS2,CTD
S100B (ACTIVATION) TGFB1,CTD
S100B (ACTIVATION) IL1B,CTD
S100B (ACTIVATION) TNF,CTD
S100B (INHIBITION) HMOX1,CTD
S100B (INHIBITION) NFE2L2,CTD
S100B (ACTIVATION) KEAP1,CTD
S100B (PART_OF) TCRz/NEF,PathwayCommons
CSF1 (ACTIVATION) CTSK,CTD
CSF1 (ACTIVATION) NFATC1,CTD
CSF1 (ACTIVATION) NDUFA2,CTD
FGF8 (ACTIVATION) NTRK2,CTD
FGF8 (ACTIVATION) NTRK3,CTD
FGF8 (ACTIVATION) PTCH1,CTD
FGF8 (ACTIVATION) GLI1,CTD
IL1A (ACTIVATION) CCL2,CTD
IL1A (ACTIVATION) PTGS2,CTD
IL1A (ACTIVATION) IL6,CTD
IL1A (ACTIVATION) CXCL1,CTD
IL1A (ACTIVATION) PTX3,CTD
IL1A (ACTIVATION) CXCL8,CTD
IL1A (ACTIVATION) IL1B,CTD
IL1A (ACTIVATION) TNF,CTD
IL1A (ACTIVATION) HMOX1,CTD
IL1A (ACTIVATION) VEGFA,CTD
IL1A (ACTIVATION) IL1A,CTD
IL1A (ACTIVATION) PPARG,CTD
IL1A (ACTIVATION) ICAM1,CTD
IL1A (ACTIVATION) JUN,CTD
IL1A (ACTIVATION) S100A9,CTD
IL1A (ACTIVATION) SOD2,CTD
IL1A (ACTIVATION) MMP9,CTD
IL1A (ACTIVATION) FGF13,CTD
ALB (ACTIVATION) CCL2,CTD
ALB (ACTIVATION) TIMP1,CTD
ALB (ACTIVATION) IL6,CTD
"ALB (PART_OF) Toluene 2,4-Diisocyanate/ALB",PathwayCommons
ALB (ACTIVATION) IL1B,CTD
ALB (ACTIVATION) TNF,CTD
ALB (ACTIVATION) HMOX1,CTD
ALB (ACTIVATION) ICAM1,CTD
ALB (ACTIVATION) RELA,CTD
ALB (ACTIVATION) NFKB1,CTD
HMGB1 (ACTIVATION) CCL2,CTD
HMGB1 (ACTIVATION) IL6,CTD
HMGB1 (ACTIVATION) CXCL8,CTD
HMGB1 (ACTIVATION) TNF,CTD
HMGB1 (ACTIVATION) TLR2,CTD
HMGB1 (ACTIVATION) ICAM1,CTD
HMGB1 (ACTIVATION) TLR4,CTD
SHH (ACTIVATION) NTRK2,CTD
SHH (ACTIVATION) NTRK3,CTD
SHH (ACTIVATION) PTCH1,CTD
SHH (ACTIVATION) GLI1,CTD
CRP (ACTIVATION) CCL2,CTD
CRP (ACTIVATION) TNF,CTD
IL17A (ACTIVATION) CCL2,CTD
IL17A (ACTIVATION) IL6,CTD
IL17A (ACTIVATION) CXCL8,CTD
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2 (ACTIVATION) CCL2",CTD
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2 (ACTIVATION) CXCL8",CTD
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2 (ACTIVATION) TNF",CTD
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2 (ACTIVATION) NFKBIA",CTD
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2 (ACTIVATION) RNASEH2A",CTD
Thiosemicarbazones/Copper (ACTIVATION) CCL2,CTD
Thiosemicarbazones/Copper (INHIBITION) IGF1R,CTD
Thiosemicarbazones/Copper (ACTIVATION) PDE5A,CTD
Thiosemicarbazones/Copper (ACTIVATION) BMX,CTD
Thiosemicarbazones/Copper (ACTIVATION) ABL1,CTD
Thiosemicarbazones/Copper (ACTIVATION) IL5,CTD
Thiosemicarbazones/Copper (ACTIVATION) STAT3,CTD
Thiosemicarbazones/Copper (INHIBITION) CCND1,CTD
Thiosemicarbazones/Copper (ACTIVATION) FASN,CTD
Thiosemicarbazones/Copper (ACTIVATION) TNIK,CTD
Thiosemicarbazones/Copper (ACTIVATION) SMARCA2,CTD
Thiosemicarbazones/Copper (ACTIVATION) SRSF2,CTD
Thiosemicarbazones/Copper (ACTIVATION) ZNF423,CTD
BRCA1 (INHIBITION) FZD2,CTD
BRCA1 (ACTIVATION) CRYAB,CTD
BRCA1 (ACTIVATION) IL7R,CTD
BRCA1 (PART_OF) BRCA1/NFE2L2 promoter,PathwayCommons
BRCA1 (ACTIVATION) ATF3,CTD
SNCA (ACTIVATION) IL6,CTD
SNCA (ACTIVATION) IL1B,CTD
SNCA (ACTIVATION) HMOX1,CTD
SNCA (ACTIVATION) TNF,CTD
SNCA (ACTIVATION) CSF2,CTD
NGF (ACTIVATION) NGFR,CTD
NGF (ACTIVATION) TP53,CTD
NGF (INHIBITION) CCND1,CTD
NGF (ACTIVATION) CDKN1A,CTD
conduritol epoxide/GBA (ACTIVATION) SNCA,CTD
LPAR1 (PART_OF) LPA/LPA1,PathwayCommons
APP alternative form (ACTIVATION) PTGS2,CTD
APP alternative form (ACTIVATION) IL6,CTD
APP alternative form (INHIBITION) BACE2,CTD
APP alternative form (ACTIVATION) IL1B,CTD
APP alternative form (INHIBITION) BDNF,CTD
APP alternative form (ACTIVATION) TLR2,CTD
APP alternative form (ACTIVATION) TP53,CTD
APP alternative form (ACTIVATION) TLR4,CTD
APP alternative form (INHIBITION) SIRT1,CTD
APP alternative form (ACTIVATION) VDR,CTD
APP alternative form (INHIBITION) FOXO3,CTD
APP alternative form (INHIBITION) SOD2,CTD
APP alternative form (ACTIVATION) PSEN1,CTD
PTGS2 (ACTIVATION) TNF,CTD
PTGS2 (ACTIVATION) VEGFA,CTD
PTGS2 (ACTIVATION) HIF1A,CTD
MPO (ACTIVATION) PTGS2,CTD
MPO (ACTIVATION) TNF,CTD
MPO (ACTIVATION) MPO,CTD
PSEN2 (ACTIVATION) PTGS2,CTD
PSEN2 (ACTIVATION) APP,CTD
TLR2 (ACTIVATION) PTGS2,CTD
F2 (ACTIVATION) PTGS2,CTD
F2 (ACTIVATION) F3,CTD
F2 (ACTIVATION) IL6,CTD
F2 (ACTIVATION) EDN1,CTD
F2 (ACTIVATION) FOS,CTD
F2 (ACTIVATION) PVT1,CTD
F2 (ACTIVATION) SELENOP,CTD
PPARG (ACTIVATION) PTGS2,CTD
PPARG (PART_OF) ciglitazone/PPARG,PathwayCommons
PPARG (INHIBITION) AKR1B10,CTD
PPARG (ACTIVATION) PRODH,CTD
PPARG (PART_OF) NFAT1-c-4/PPARG,PathwayCommons
PPARG (ACTIVATION) FASN,CTD
PPARG (PART_OF) 9-deoxy-delta-9-prostaglandin D2/PPARG,PathwayCommons
PPARG (PART_OF) Troglitazone/PPARG,PathwayCommons
GSN (ACTIVATION) PTGS2,CTD
GSN (INHIBITION) GABRP,CTD
GSN (ACTIVATION) PGR,CTD
GSN (INHIBITION) GSN,CTD
GSN (ACTIVATION) CCND1,CTD
GSN (ACTIVATION) SERPINB5,CTD
CXCL8 (ACTIVATION) PTGS2,CTD
CXCL8 (ACTIVATION) CXCL8,CTD
CXCL8 (ACTIVATION) IL1B,CTD
CXCL8 (ACTIVATION) ICAM1,CTD
CXCL8 (ACTIVATION) BCL2L1,CTD
CXCL8 (ACTIVATION) CCND1,CTD
HRAS (ACTIVATION) PTGS2,CTD
HRAS (ACTIVATION) PMAIP1,CTD
HRAS (ACTIVATION) FOXM1,CTD
HRAS (ACTIVATION) NFE2L2,CTD
HRAS (ACTIVATION) CCND1,CTD
EDN1 (ACTIVATION) PTGS2,CTD
EDN1 (ACTIVATION) IL6,CTD
EDN1 (ACTIVATION) CXCL8,CTD
EDN1 (ACTIVATION) EDN1,CTD
EDN1 (ACTIVATION) ADRB2,CTD
EDN1 (ACTIVATION) MITF,CTD
Polyethyleneimine/Gold (INHIBITION) PTGS2,CTD
Polyethyleneimine/Gold (INHIBITION) TGFB1,CTD
Polyethyleneimine/Gold (ACTIVATION) IL6,CTD
Polyethyleneimine/Gold (INHIBITION) DUOX2,CTD
Polyethyleneimine/Gold (INHIBITION) DEFB1,CTD
Polyethyleneimine/Gold (INHIBITION) MTTP,CTD
Polyethyleneimine/Gold (INHIBITION) CYP2D6,CTD
Polyethyleneimine/Gold (INHIBITION) ABL1,CTD
Polyethyleneimine/Gold (INHIBITION) ABCB4,CTD
Polyethyleneimine/Gold (INHIBITION) HSPA1A,CTD
Polyethyleneimine/Gold (INHIBITION) BRCA1,CTD
Polyethyleneimine/Gold (ACTIVATION) NQO1,CTD
Polyethyleneimine/Gold (ACTIVATION) BCL2L1,CTD
Polyethyleneimine/Gold (INHIBITION) EP300,CTD
Polyethyleneimine/Gold (INHIBITION) HSF1,CTD
Polyethyleneimine/Gold (INHIBITION) ATF4,CTD
Polyethyleneimine/Gold (INHIBITION) CYP1A1,CTD
Polyethyleneimine/Gold (INHIBITION) FAS,CTD
Polyethyleneimine/Gold (INHIBITION) DHCR24,CTD
Polyethyleneimine/Gold (INHIBITION) VDAC2,CTD
PPARA (ACTIVATION) PTGS2,CTD
PPARA (PART_OF) pirinixic acid/PPARA,PathwayCommons
PPARA (PART_OF) Bezafibrate/PPARA,PathwayCommons
PPARA (PART_OF) fenofibric acid/PPARA,PathwayCommons
PPARA (ACTIVATION) RXRA,CTD
TP53 (ACTIVATION) PTGS2,CTD
TP53 (ACTIVATION) IL6,CTD
TP53 (ACTIVATION) PMAIP1,CTD
TP53 (INHIBITION) HK2,CTD
TP53 (PART_OF) TP53/TP53,PathwayCommons
TP53 (ACTIVATION) BID,CTD
TP53 (ACTIVATION) HMOX1,CTD
TP53 (INHIBITION) BRCA1,CTD
TP53 (INHIBITION) TP53,CTD
TP53 (ACTIVATION) PRODH,CTD
TP53 (ACTIVATION) ICAM1,CTD
TP53 (ACTIVATION) BCL2L1,CTD
TP53 (ACTIVATION) NFKB1,CTD
TP53 (INHIBITION) TP63,CTD
TP53 (ACTIVATION) MDM2,CTD
TP53 (ACTIVATION) CDKN1A,CTD
TP53 (ACTIVATION) CYP1A1,CTD
TP53 (ACTIVATION) FAS,CTD
TP53 (PART_OF) TP53/CDKN1A promoter,PathwayCommons
TP53 (PART_OF) TP53/SP1,PathwayCommons
TP53 (ACTIVATION) CDKN1B,CTD
TP53 (ACTIVATION) DDB2,CTD
TP53 (ACTIVATION) PVT1,CTD
VEGFC (ACTIVATION) PTGS2,CTD
VEGFC (INHIBITION) CDKN1B,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) PTGS2,CTD
Ferrosoferric Oxide/titanium dioxide (INHIBITION) PARP1,CTD
Ferrosoferric Oxide/titanium dioxide (INHIBITION) HMOX1,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) TP53,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) NQO1,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) JUN,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) FOS,CTD
Ferrosoferric Oxide/titanium dioxide (ACTIVATION) FAS,CTD
APP (INHIBITION) SOD3,CTD
APP (ACTIVATION) TP53,CTD
PRODH (INHIBITION) PTGS2,CTD
Protein Synthesis Inhibitors/Chitin (INHIBITION) IGF1R,CTD
Protein Synthesis Inhibitors/Chitin (INHIBITION) VEGFA,CTD
Protein Synthesis Inhibitors/Chitin (INHIBITION) STAT3,CTD
Protein Synthesis Inhibitors/Chitin (INHIBITION) MMP9,CTD
IGF1R (PART_OF) IGF1R/INSR,PathwayCommons
IGF1R (ACTIVATION) EGFR,CTD
IGF2 (INHIBITION) IGF1R,CTD
IGF2 (INHIBITION) INSR,CTD
IL13 (ACTIVATION) CCL11,CTD
IL13 (ACTIVATION) CCL26,CTD
IL13 (ACTIVATION) IL6,CTD
IL13 (ACTIVATION) MUC1,CTD
IL13 (INHIBITION) FLG,CTD
IL13 (ACTIVATION) CXCL8,CTD
IL13 (ACTIVATION) TLR2,CTD
IL4 (ACTIVATION) CCL11,CTD
IL4 (ACTIVATION) CCL26,CTD
IL4 (ACTIVATION) IL6,CTD
IL4 (ACTIVATION) MUC1,CTD
IL4 (ACTIVATION) DUOX2,CTD
IL4 (ACTIVATION) FCER1A,CTD
